Two couples, two men and two women, dancing on a stage wearing all yellow.	People are performing a show on stage.	Neutral
A white dog running through the water on the shore's edge.	The dog is outdoors.	Entailment
Two large Men in neon yellow tank tops are working together to saw a huge log.	There are men working.	Entailment
A woman in blue in a kitchen with a tea kettle of steaming hot water in her hand.	A woman having water jug her hand	Neutral
A child is sliding down a hill on a sled.	A child climbs up a ladder.	Contradiction
a man donates to a panhandler.	A man steals money from an old panhandler.	Contradiction
In a science classroom a young man dressed in a black jacket solders a wire to a circuit board.	A young man is chugging a beer	Contradiction
Toyota Rally car plows through a deep puddle of mud on the race course.	Monster truck runs over 100 cars	Contradiction
During a baseball game, a batter bearing the number 13 on his uniform prepares to swing his bat in front of a crowd of spectators.	A baseball player is waiting on the pitch	Entailment
Four men dressed in white play saxophones in front of an audience.	The four men are playing old time jazz	Neutral
Two women with their heads covered crossing the road in front of buses.	Two women are gardening in a back yard.	Contradiction
A woman dressed in white using a rope to pull a black carved wooden bear on a cart.	The woman bought the black bear.	Neutral
A woman in dark clothes and white shoes works on a bicycle.	She is eating ice cream.	Contradiction
Woman doing yoga on a beach.	The woman is jumping rope.	Contradiction
A dog's head over the backs of some white animals.	There are some white animals.	Entailment
Young girl with pink rabbit ears plays with crayons at a table.	A young girl wears animal ear while across from a young boy is dog ears.	Neutral
A female in a power wheelchair drives away with a group hunched behind her.	She has a red shirt on.	Neutral
A man dressed in black dances with a woman in a red dress outside.	a man and woman are at a concert in the park.	Neutral
The fuzzy photo shows a male singer at a mike, with instruments arranged in the background.	Someone is singing with instruments around him.	Neutral
Two little girls share a coloring book and crayons while sitting together at the table.	There are two girls.	Entailment
A woman wearing all orange clothing and a man wearing blue shorts are sweeping water into a drain in the ground next to a blue trashcan.	A man and a woman cleaning up after a big thunder storm from the night before.	Neutral
Four people standing outside of an outdoor ticket booth.	A line of people waiting to buy tickets.	Entailment
A basketball player takes a shot.	A basketball player kicks a ball.	Contradiction
Construction workers working on a highway at night as people look to see what they are doing.	The construction workers will be finished with the highway after tonight.	Neutral
There is a man in a suit speaking in a microphone in front of a screen.	There is a man in a suit speaking into a banana in front of a monkey.	Contradiction
Two men are building a set.	The men work for a film crew.	Neutral
A lady holding a green sign at a protest to support Children advocacy.	They were protesting to support Children advocacy and one woman was holding the green sign.	Entailment
Two men talking to an older lady (one with a red hat and black shirt and the other with a brown jacket.	Two brothers talk to their mother.	Neutral
People gathering for an event.	People are congregating.	Entailment
While seated on a chair, a man wearing a blue shirt, gray pants, multicolored bandanna, and no shoes is blowing through a long tube.	The man was blowing through a tube	Entailment
Shirtless man on high cliff with back to camera.	The man is in a coat	Contradiction
Boy skating across a metal rail.	The boy is outdoors skating.	Entailment
A woman in a white shirt standing beside a road fanning herself.	Explorers using ice pix and crampons to enter a glacier cave.	Contradiction
Five athletes line up at the start of a foot-race on a clay running surface inside a near empty sports arena.	People are prepared to run in a race.	Entailment
People use tools while working in a field.	people and dogs are deep ocean swimming	Contradiction
Three women playing volleyball and two are jumping to attempt to block a shot.	the women are tall	Entailment
A woman is shopping at an outdoor flea market.	A woman is shopping at night.	Neutral
A man in the background about to roll a die with army men and a die in the foreground	A man rolls a die because he placed a bet on the outcome.	Neutral
Two people are skateboarding as several other people observe and take photos of them.	Photos are being taken of people.	Entailment
A man in a beige shirt and white hat stands looking at the bottom of a brown staircase which is decorated with colorful images of animals and designs.	Nobody who is shown in this frame is wearing a hat.	Contradiction
A man in blue jeans is sitting on the shoulders of another person as he interacts with a woman performer on stage at a concert.	people at a concert	Entailment
A hockey player keeps his eye on the game.	A hokey player watches the game from the bench.	Neutral
Seven people playing soccer on a field, man in the blue shirt is about to kick the ball.	THey are playing basketball.	Contradiction
A man in a suit with a briefcase checks his phone while the gray building in the background is reflected in the pool of water on the street.	A man is checking his phone while surrounded by trees.	Contradiction
A young boy wearing a hat made out of balloons smiles along with his dad.	a young boy crying along with his dad.	Contradiction
A woman wearing a white top with navy shorts walks her dog outside.	A woman walks a stray dog while attempting to find its owner.	Neutral
A child is standing in the edge of water.	A child is near water.	Entailment
A crowd of men sit smoking hookah in an unidentified Arabic-speaking country.	The men are smoking.	Entailment
