What is Nicholas Cage 's profession ?	human
What can I do to get into an Ivy League school ?	description
What 's the U.S. Navy hymn ?	entity
What is the origin of the word `` mushroom '' ?	description
Where is McCarren Airport located ?	location
What was the name of Roy Rogers 's dog ?	entity
What is the average time it takes for a male to ejaculate ?	numeric
What common livestock have the greatest variety of breeds ?	entity
What are people doing to help prevent the extinction of birds ?	description
What is Nathan Hamill 's role in the new Star Wars prequel ?	human
Where 's the Bernini-Bristol Hotel ?	location
What botanical marvel did Nebuchadnezzar build ?	location
What does an irate car owner call iron oxide ?	entity
What is the meaning of caliente , in English , ?	description
What does the word camaro mean , from the GM car the Camaro ?	description
What was Eduard Shevardnadze 's job in the Soviet Union ?	human
In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?	entity
What U.S. state records the least rainfall ?	location
What was the first ready-to-eat breakfast cereal ?	entity
Where did the Inuits live ?	location
What TV game show once saw a contestant admit to picking his toes in the shower ?	entity
How do you solve `` Rubik 's Cube '' ?	description
What kind of fish is a coney ?	entity
What is spaceball played on ?	description
Approximately how many students are enrolled at the University of Massachusetts ?	numeric
Name the various costumed personas of Dr. Henry Pym .	human
What is the name of the inventor of silly putty ?	human
How much caffeine is in a 16 oz cup of coffee ?	numeric
Why are organ transplants more successful today ?	description
How long were Tyrannosaurus Rex 's teeth ?	numeric
What state has the most Indians ?	location
What is the present Pope named ?	human
What country was the setting of You Only Live Twice ?	location
Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?	human
What is the largest city in Connecticut ?	location
How many hands does Bjorn Borg use when hitting his forehand ?	numeric
How many muscles does an oyster have ?	numeric
What does LOL mean ?	abbreviation
Silly putty was invented by whom ?	human
How many different vegetation zones are there ?	numeric
What is the size of Argentina ?	numeric
What does the abbreviation AIDS stand for ?	abbreviation
CPR is the abbreviation for what ?	abbreviation
What is p.m. an abbreviation for , as in 5 p.m. ?	abbreviation
What does JESSICA mean ?	abbreviation
What does the abbreviation cwt. ?	abbreviation
What does NASA stand for ?	abbreviation
What does the channel ESPN stand for ?	abbreviation
