Although this place has the friendliest staff I've encountered at a barber shop, the cut I received was short of okay!  Great friendly atmosphere and some funny barbers to chat with.  Unfortunately, I do not see myself returning due to a not so nice haircut and a price that shocked me when I reached the register to pay.	negative
Food is wonderful but staff was very rude!\nI got pastrami it was made perfect!  Tried the original also great! And so was tomato soup	positive
Music is too loud (obnoxious) and the internet sucks, slow. I love Starbucks but at night this more like a nightclub, but you know without the people. Currently using my phone to tether just to do the homework I can barely do because it is so friggin loud here. But this is just the humble opinion of one gold card holder.	negative
Lol I am doing a M****F*****G review on Denny's seriously! Well my EX has ties to this location so he feeds me on his dime. This is the spot when I want breakfast for dinner. I always order the same, an Ultimate omelet no mushrooms, hashed browns, and a bagel w/cream cheese. Um WTF they do not have a Denver omelet on the menu. Who in the world does not have the capability to make a Denver omelet. We are talking ham, bell pepper and onion.\n\nWhy not you may ask??? Well rumor has it that to cut cost, they did away with fresh vegetables such as bell pepper. They replaced it with a fajita style bell pepper and onion mix which comes in frozen. They use it for everything now, in 5 or 6 of their menu items. So there is no way to make a Denver because it would taste funky with that crappy seasoned pepper and onion mix (frozen). \n\n\n\nAnyhow, I like the free entertainment this location provides! The more low end clientele, homeless, prostitutes, and idiot and ungrateful demanding hotel staff management whom holds their weekly pow wow here. This Denny's is located inside of a motel and casino for the record.\n\nJust getting from your car to the building is an erotica of funk. Always some prostitute yelling at another, and the \""women of the night\"" switching shifts on the corner!\n\nI really feel good about myself as I am walking into the casino to the inside Denny's.\nI said Denny's is horrible, but not as bad as those call girls just on the other side of the door.\n\nThe one redeeming quality in this location is that they do have Awesome music bumping every time. I am always doing the booty mix a lot sway in the booth! Lol I do I really do. Then I get hit on by a pimp in which I told to take his baby nuts a walkin before they get let a stompin!	negative
I was introduced to Fat Daddys Ice Cream at the Las Vegas Foodie Fest, and in the blazing heat of a mid-afternoon sun it was a welcome introduction.  Here is served old fashioned scooped ice cream, and the scoops are quite generous, and prices reasonable.  In fact, a dollar can be saved by combining two scoops in one cup instead of ordering two single scoops separately.  Right on the food truck window where one orders, the scoops are described as \""Big\"" and \""Fat\"", as in \""2 Big Fat Scoops,\"" and the company stands behind its words.  The scoops were both massive--all the better to beat the heat!  \n\nAnd the ice cream was delicious.  The Rocky Road Ice Cream was smooth and creamy, and just chockfull of nuts and large marshmallow pieces as one would expect to be authentic Rocky Road.  Although the accompanying large scoop of Butter Pecan Ice Cream was not notably creamy, its flavor was true Butter Pecan, and the pecans were numerous and really tasty.\n\nAnother unusual touch for a food truck that I appreciated was that ice cream orders were prepared right after ordering and paying.  So that I observed a Fat Daddys employee scoop out my desired ice cream by hand and sequentially place both scoops into a Styrofoam cup before handing the completed order to me within a minute as I stood at the window.  Great, quick service!  \n\nKudos for Fat Daddys coming to the rescue on a blistering hot Sunday afternoon!	positive
Very nice place to grab a bit to eat.  Big portions friendly staff.  They should push the bacon more it was amazing.  Yes I know all bacon is amazing.  This was bacon squared.   Get the full body Mary and the biscuits and gravey or chicken fried steak.  They will not disappoint.	positive
Mood lighting. Hookup from the Pit Boss at the Asian High Roller place.... not that we gambled... but just flashed some pretty smiles and got VIP passes. \n\nMusic was good. Drinks were pricey, lounge areas were comfy.... dark enough so I could indulge in my lesbian tendencies and check out all the hot girls without being noticed... oh wait.... I think I was just checking out my best friend. Danced and watched the mood lighting change; yes I'm easily entertained. Had a nice selection of perfumes in the bathroom to freshen up!\n\nNot too many sleazy guys in there; always a plus in my book!! Great place to go with a group of friends; not a great place to go to hook up. =P	positive
Love Krispy Kreme  unfortunately Xavier has to be the worst customer service guy. No smile no customer service and when we asked a question he was impolite. No just fricken RUDE. Come in if Xavier is not here. Or not at. All. !!!!!!!!   \n\n\nXavier get a personality or go work in a mine where you don't have to engage people because you are not good at it at all .	negative
I've not hired Bruce, but have attended a few events which were catered by his company. Each one had a different theme - casual Hawaiian bbq, cocktail hour - and in each case, the food and service were just smashing. \n\nThe professionalism of his staff - at the grill, at carving stations, at the bar, at pretty much any point of contact - was just incredible. The host (various relatives) never had to worry about timing, keeping plates full or guests satisfied. I frequently heard other guests commenting about how wonderful everything was. Not one complaint, at least within my earshot - and I am the pessimistic type to listen for those. =) \n\nWhen it is time to cater our own event, I will be calling Bruce.	positive
God, it really pains me to have to update my review for this place. I go here a lot. I'm starting to think it's my own fault for putting up with crappy service.  I LOVE Dunkin Donuts, but the staff here SUCKS.  They screw up on my order 80% of the time and today was the last straw!!! GRRRR I am stewing as I write this. I was running late but seriously needed some caffeine and breakfast to get through the day. I went in the drive-through and ordered my usual, hot latte lite and plain toasted bagel with cream cheese. When I got up the window, she told me they were out of plain and suggested the everything bagel, which was fine. They finally get me my bagel and I rush off to work, Barely making it on time. I go to open my bag to eat my bagel, and it had no cream cheese on it. Ugh. Stupid idiots.	negative
